asin,n_obs,mae,rmse,r2,mape
B07WCNYGM1,213,12.878315256862013,31.2655437212203,0.9817085083335229,7.8402987195541245
B0D637HK8Q,213,11.04183528255409,31.32336478302086,0.9696895633429752,6.406592345842249
B0DC17VXTL,212,11.486673221228257,31.44881031334413,0.9682486128366283,6.76955768582318
B0B1J7N2F2,9,17.827135670979814,31.685831244724724,0.9409318296218019,6.949896952045435
B0CQXG17RL,213,12.245082872954892,32.01427209189645,0.9781572316652991,6.4257930709807844
B0CMC2FZFD,208,13.01126859637407,32.06860935223212,0.967758447478959,7.485678907756978
B0F3PQHWTZ,192,9.720602704187232,32.19733271849721,0.9536814374820215,7.07322347166653
B07H9RYVZ4,209,12.79915334692412,32.57782633313783,0.9844924729222826,7.7188518904242525
B01JB7ZU5M,213,12.3364421368093,32.92448804526724,0.9786192488467038,9.118543628115242
B073QNVQK5,213,10.861892853320484,33.17525599396331,0.9806580808588578,6.436577337612129
B0DYR3D7QQ,206,11.54510574822287,33.27646779005775,0.9605293717843336,7.079864729494958
B0D1YQKDNL,212,10.755823436233234,33.278005966892806,0.9604560942380042,6.480192402967477
B0DH3FV295,100,11.899970344734191,33.445241649041584,0.9714875033610791,7.466809088089002
B0DZL719V1,201,11.965559775698836,33.50317538465638,0.9472131199111037,7.703855095312701
B0DZ77D5HL,199,10.093076293025186,33.517044709932165,0.9511815111182353,6.577344027068896
B0787W458R,213,12.226174157639626,33.553692392343606,0.9669376332092385,6.781630320133833
B0797MY6JB,213,11.468469223237374,33.569795490422536,0.979966582687607,6.2718738431701695
B0CTBD4X55,213,10.047670484551801,33.70393313694794,0.971997035340662,6.2133630240939315
B0CCBXRYRC,210,12.583141935166859,33.86127321533878,0.9629773849361423,6.823336753621949
B0FHXY7VZ5,212,11.717999372842177,34.21544586384441,0.9668207024651511,7.486364314576104
B0FPZPF71Z,121,12.722614213454824,35.126322782335194,0.962547985735408,6.18891188677242
B0CFCQVZS6,213,11.75726388107443,35.186665137472055,0.9734698717098552,6.746116238466443
B0C29CMM4R,213,15.73174310890162,35.26922449807842,0.9678098810525985,8.253320915172116
B0734S1YBS,213,12.632341908289234,35.311473334027276,0.9741306827352796,6.806384839892759
B0DSK2MB15,208,10.554284211763969,35.3621118644315,0.9651597330839915,6.1900186123945495
B0DWMJJQVC,209,11.604805426346628,35.51777783311634,0.959818941206279,8.381848447604225
B0DWC512JJ,213,12.504696595187479,35.583581184733056,0.9359461993327349,8.45505535354213
B0CG6LMQHH,209,11.674667101864609,35.61684763265108,0.9506656218869401,6.586228397481625
B0FYHP23G9,74,14.308666719230445,35.68913593549437,0.9477497009170673,8.623443789724151
B0D8WJYSF9,211,11.700544673594253,35.79937405606854,0.9658416068237587,5.907960087167597
B0D9YZJ3V7,205,13.004635524842795,35.99985281586418,0.9697506890437672,6.6955980299251
B0D1XH8NJP,213,14.039080253475708,36.01982076001328,0.971127973385028,8.918984771361012
B0D1CPPL85,213,14.323754207628994,36.13984089948272,0.963251052289977,9.110384469019921
B0FR2XRSHH,183,13.021655226431257,36.1858154967524,0.963893580083983,7.635111617485395
B000JJI6XA,213,10.377776209423798,36.71807877773555,0.9864329081290785,4.871674915524755
B0CY6S748H,213,13.137080261427473,36.898727190405666,0.9502844421889438,8.057144362146376
